measurement,created_at,app,rails,ruby,platform
0.0071226954460144,2010-02-23T01:09:05Z,exp1.004f33c,2.3.5,ruby-1.8.7.174,i686-darwin10
0.00751054286956787,2010-02-23T01:09:38Z,exp1.004f33c,2.3.5,ruby-1.8.7.174,i686-darwin10
0.00743848085403442,2010-02-23T01:10:17Z,exp1.004f33c,2.3.5,ruby-1.8.7.174,i686-darwin10
