Thread ID: 2148303280
Total: 0.021052

 %self     total     self     wait    child    calls  name
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.03      0.02     0.00     0.00     0.02        1  Kernel#__send__
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.03      0.00     0.00     0.00     0.00        1  ActionView::PathSet#initialize
  0.03      0.00     0.00     0.00     0.00        2  String#upcase
  0.02      0.00     0.00     0.00     0.00        2  Symbol#inspect
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#detect
  0.02      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.02      0.00     0.00     0.00     0.00        1  MonitorMixin#mon_acquire
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Module::Rails>#backtrace_cleaner
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_error
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_length
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_handlers
  0.02      0.00     0.00     0.00     0.00        1  Kernel#===
  0.02      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#session
  0.02      0.00     0.00     0.00     0.00        1  Exception#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_responses
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_type
  0.02      0.00     0.00     0.00     0.00        2  StringIO#initialize
  0.02      0.00     0.00     0.00     0.00        4  Array#shift
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Renderable#recompile?
  0.02      0.00     0.00     0.00     0.00        3  Fixnum#>
  0.02      0.00     0.00     0.00     0.00        2  Kernel#=~
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::ErrorWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#clear_active_connections!
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        1  StringIO#read
  0.02      0.00     0.00     0.00     0.00        1  Regexp#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#each
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#performed?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#last_modified?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#consider_all_requests_local
  0.02      0.00     0.00     0.00     0.00        1  Regexp#to_s
  0.02      0.00     0.00     0.00     0.00        2  Kernel#object_id
  0.02      0.00     0.00     0.00     0.00        2  Module#method_defined?
  0.02      0.00     0.00     0.00     0.00        2  Kernel#initialize_copy
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  Exception#set_backtrace
  0.02      0.00     0.00     0.00     0.00        1  Rack::Request#content_length
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#connection
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  StringIO#length
  0.02      0.00     0.00     0.00     0.00        2  String#strip
  0.02      0.00     0.00     0.00     0.00        2  Kernel#nil?
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Template::EagerPath#load!
  0.02      0.00     0.00     0.00     0.00        3  Kernel#block_given?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#relative_url_root
  0.02      0.00     0.00     0.00     0.00        2  Module#extended
  0.02      0.00     0.00     0.00     0.00        1  <Class::Regexp>#quote
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#-
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#rescue_templates
  0.01      0.00     0.00     0.00     0.00        1  Array#reverse
  0.01      0.00     0.00     0.00     0.00        1  <Class::Module>#allocate
  0.01      0.00     0.00     0.00     0.00        1  String#bytesize
  0.01      0.00     0.00     0.00     0.00        2  Module#<
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#loaded?
  0.01      0.00     0.00     0.00     0.00        1  Array#delete
  0.01      0.00     0.00     0.00     0.00        2  Exception#backtrace
  0.01      0.00     0.00     0.00     0.00        2  TrueClass#to_s
  0.01      0.00     0.00     0.00     0.00        1  Hash#empty?
  0.01      0.00     0.00     0.00     0.00        2  <Class::StringIO>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Time#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#initialize
  0.01      0.00     0.00     0.00     0.00        1  Array#blank?
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.01      0.00     0.00     0.00     0.00        1  FalseClass#to_s


