Thread ID: 2148303280
Total: 0.021298

 %self     total     self     wait    child    calls  name
  0.06      0.00     0.00     0.00     0.00        2  ActionView::Template#mime_type
  0.06      0.02     0.00     0.00     0.02        1  ActionController::StringCoercion#call
  0.06      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#unescape
  0.06      0.00     0.00     0.00     0.00        4  ActionController::Base#view_paths
  0.06      0.00     0.00     0.00     0.00        3  Hash#update
  0.06      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormTagHelper#form_tag_html
  0.06      0.00     0.00     0.00     0.00        1  ActiveSupport::MessageVerifier#generate
  0.06      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.06      0.00     0.00     0.00     0.00        2  ActionView::Helpers::TextHelper#concat
  0.06      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#rails_asset_id
  0.06      0.00     0.00     0.00     0.00        1  <Module::Marshal>#dump
  0.06      0.00     0.00     0.00     0.00        4  ActionController::Base#performed?
  0.06      0.00     0.00     0.00     0.00        6  Fixnum#>
  0.06      0.00     0.00     0.00     0.00        6  Hash#blank?
  0.06      0.02     0.00     0.00     0.02        1  Rack::MethodOverride#call
  0.06      0.00     0.00     0.00     0.00        1  RackLintPatch::AllowStringSubclass#each
  0.06      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#include
  0.06      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#after_dispatch_callback_chain
  0.06      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#active_record_runtime
  0.06      0.02     0.00     0.00     0.02        1  ActiveRecord::QueryCache#call
  0.06      0.00     0.00     0.00     0.00        1  ActionController::Base#validate_render_arguments
  0.06      0.00     0.00     0.00     0.00        6  String#initialize_copy
  0.06      0.00     0.00     0.00     0.00        1  ActionController::StatusCodes#interpret_status
  0.06      0.01     0.00     0.00     0.01        1  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.06      0.00     0.00     0.00     0.00        2  ActionController::StringCoercion::UglyBody#method_missing
  0.06      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Slice#slice
  0.06      0.01     0.00     0.00     0.01        2  ActionView::Template#render_template
  0.06      0.00     0.00     0.00     0.00        7  Kernel#instance_variable_set
  0.06      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#escape
  0.06      0.00     0.00     0.00     0.00        3  Set#empty?
  0.06      0.00     0.00     0.00     0.00        1  ActionController::ParamsParser#parse_formatted_parameters
  0.06      0.00     0.00     0.00     0.00        2  Rack::Utils::HeaderHash#include?
  0.06      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#content_tag_string
  0.06      0.00     0.00     0.00     0.00        1  Rack::Lint#check_input
  0.06      0.00     0.00     0.00     0.00        2  ActionController::Base#allow_forgery_protection
  0.06      0.02     0.00     0.00     0.02        1  Rack::Lock#call
  0.06      0.00     0.00     0.00     0.00        4  ActionController::Base#params
  0.06      0.00     0.00     0.00     0.00        6  Array#last
  0.06      0.00     0.00     0.00     0.00        6  Hash#key?
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#set_conditional_cache_control!
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#charset=
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Filters::BeforeFilter#call
  0.05      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#before_dispatch_callback_chain
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#form_data?
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormTagHelper#label_tag
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#default_charset
  0.05      0.00     0.00     0.00     0.00        1  Array#inspect
  0.05      0.00     0.00     0.00     0.00        1  <Class::ActionView::Base>#process_view_paths
  0.05      0.00     0.00     0.00     0.00        2  OpenSSL::Digest#initialize
  0.05      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#requires_session_id?
  0.05      0.00     0.00     0.00     0.00        2  ActionController::Session::CookieStore#inject_persistent_session_id
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_current_url
  0.05      0.00     0.00     0.00     0.00        6  Hash#empty?
  0.05      0.00     0.00     0.00     0.00        3  ActiveRecord::AttributeMethods::ClassMethods#generated_methods
  0.05      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#include?
  0.05      0.00     0.00     0.00     0.00        1  Symbol#to_proc
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormTagHelper#html_options_for_form
  0.05      0.00     0.00     0.00     0.00        1  Hash#values_at
  0.05      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected_without_synchronization?
  0.05      0.00     0.00     0.00     0.00        7  Float#*
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_content_type!
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#query_parameters
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Layout#find_layout
  0.05      0.00     0.00     0.00     0.00        5  <Class::Thread>#pass
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_cookies!
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#to_hash
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#content_tag_without_error_wrapping
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#request_parameters
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Base#send_response
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormBuilder#error_messages
  0.05      0.02     0.00     0.00     0.02        1  ActionController::Dispatcher#call
  0.05      0.00     0.00     0.00     0.00        1  ActionView::PathSet#initialize
  0.05      0.00     0.00     0.00     0.00        7  String#==(d1)
  0.05      0.01     0.00     0.00     0.01        1  <Module::Benchmark>#ms
  0.05      0.00     0.00     0.00     0.00        2  Rack::Request#request_method
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#encode_cookies
  0.05      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#should_run_callback?
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Template#path
  0.05      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormBuilder#submit
  0.05      0.00     0.00     0.00     0.00        1  ActionController::PolymorphicRoutes#polymorphic_path
  0.05      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#inflections_without_route_reloading
  0.05      0.00     0.00     0.00     0.00        7  String#strip!
  0.05      0.00     0.00     0.00     0.00        2  Module#extended
  0.05      0.00     0.00     0.00     0.00        2  ActionView::Helpers::InstanceTag#sanitized_object_name
  0.05      0.00     0.00     0.00     0.00        4  String#upcase
  0.05      0.00     0.00     0.00     0.00        5  <Class::Time>#allocate
  0.05      0.00     0.00     0.00     0.00        5  Time#initialize
  0.05      0.00     0.00     0.00     0.00        2  String#=~
  0.05      0.00     0.00     0.00     0.00        2  ActionController::RequestForgeryProtection#protect_against_forgery?
  0.05      0.00     0.00     0.00     0.00        3  Kernel#Array
  0.04      0.00     0.00     0.00     0.00        7  Float#to_i
  0.04      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils::Multipart>#parse_multipart
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet>#type_cast
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#[]
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_names
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#camelize
  0.04      0.01     0.00     0.00     0.01        1  <Module::Benchmark>#ms(d1)
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#initialize
  0.04      0.00     0.00     0.00     0.00        1  Kernel#lambda
  0.04      0.00     0.00     0.00     0.00        1  Set#each
  0.04      0.00     0.00     0.00     0.00        2  Array#pack
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Response#sending_file?
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths
  0.04      0.00     0.00     0.00     0.00        2  String#unpack
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths(d1)
  0.04      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#digest
  0.04      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#dup
  0.04      0.01     0.00     0.00     0.01        1  ActionController::Filters::InstanceMethods#process
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#included_in_action?
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Layout#active_layout
  0.04      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#allow_forgery_protection
  0.04      0.00     0.00     0.00     0.00        3  String#to_i
  0.04      0.00     0.00     0.00     0.00        2  ActionView::Helpers::InstanceTag#error_wrapping
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#unmarshal
  0.04      0.00     0.00     0.00     0.00       10  String#empty?
  0.04      0.00     0.00     0.00     0.00        1  ActionView::PathSet#load!
  0.04      0.02     0.00     0.00     0.02        1  Mutex#synchronize
  0.04      0.00     0.00     0.00     0.00        5  Fixnum#-
  0.04      0.00     0.00     0.00     0.00        2  OpenSSL::Digest::Digest#initialize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#should_not_skip?
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Integration::Runner#copy_session_variables!
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#host
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Layout#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#content_length
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters
  0.04      0.00     0.00     0.00     0.00        3  ActionController::Integration::Session#https?
  0.04      0.00     0.00     0.00     0.00        1  Hash#each_key
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormBuilder#label
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#camelize
  0.04      0.02     0.00     0.00     0.02        1  ThingsScaffoldTest#test_dppp
  0.04      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.04      0.00     0.00     0.00     0.00        3  String#to_f
  0.04      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verified_request?
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#clear_active_connections!
  0.04      0.00     0.00     0.00     0.00        4  Hash#default=
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#constantize
  0.04      0.01     0.00     0.00     0.01        1  <Class::ActionController::Base>#process
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#determine_source
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Helpers::RecordIdentificationHelper#dom_id
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#tag_without_error_wrapping
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#marshal
  0.04      0.00     0.00     0.00     0.00        6  <Class::String>#allocate
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_after_filters
  0.03      0.00     0.00     0.00     0.00        2  <Class::OpenSSL::Digest>#allocate
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  <Object::Object>#[]
  0.03      0.00     0.00     0.00     0.00        1  Rack::Lint#check_status
  0.03      0.00     0.00     0.00     0.00        1  <Module::Base64>#decode64
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys!
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Base64::Encoding#encode64s
  0.03      0.00     0.00     0.00     0.00        1  ERB::Util#html_escape
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#path_to_stylesheet
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#raw_host_with_port
  0.03      0.00     0.00     0.00     0.00        2  MatchData#[]
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters=
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Failsafe#call
  0.03      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#rewind
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormHelper#label
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::RecordIdentificationHelper#dom_class
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#master_helper_module
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#session
  0.03      0.00     0.00     0.00     0.00        2  Enumerable#max
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#initialize
  0.03      0.00     0.00     0.00     0.00        3  Float#-
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#clear
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Except#except
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::OutputSafety#also_html_safe?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#ssl?
  0.03      0.01     0.00     0.00     0.01        2  Kernel#send(d2)
  0.03      0.00     0.00     0.00     0.00        2  ActionView::Base#request
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Dispatcher#_call
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Integration::Session#get
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#clear_active_connections!
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#filter_chain
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RecordIdentifier#dom_id
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#protocol
  0.03      0.00     0.00     0.00     0.00        1  <Module::Marshal>#load
  0.03      0.00     0.00     0.00     0.00        1  Module#include
  0.03      0.00     0.00     0.00     0.00        5  Kernel#object_id
  0.03      0.00     0.00     0.00     0.00        1  <Class::Mime::Type>#lookup_by_extension
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#initialize
  0.03      0.00     0.00     0.00     0.00        1  String#scan
  0.03      0.02     0.00     0.00     0.02        1  Rack::Lint#call
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Base#ensure_proper_type
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#merge
  0.03      0.00     0.00     0.00     0.00        3  Hash#replace
  0.03      0.00     0.00     0.00     0.00        4  Integer#to_i
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#checkin_callback_chain(d2)
  0.03      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.03      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#controller_path
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#values
  0.03      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#hexdigest
  0.03      0.00     0.00     0.00     0.00        1  Hash#delete_if
  0.03      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#new_record?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#last_modified?
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#checkin
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#initialize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#current_scoped_methods
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::AttributeMethods#attribute_before_type_cast
  0.03      0.00     0.00     0.00     0.00        1  ActionController::PolymorphicRoutes#action_prefix
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#scoped?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::MimeResponds::Responder#html
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormTagHelper#sanitize_to_id
  0.03      0.00     0.00     0.00     0.00        1  Array#reject
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Template#exempt_from_layout?
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Base#flash
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#store
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#columns
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  Enumerable#all?
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#count
  0.03      0.00     0.00     0.00     0.00        1  Kernel#send(d5)
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormBuilder#text_field
  0.03      0.00     0.00     0.00     0.00        1  Array#reverse_each
  0.03      0.01     0.00     0.00     0.01        1  ActionController::Rescue#perform_action_without_flash
  0.03      0.00     0.00     0.00     0.00        1  Kernel#instance_eval
  0.03      0.00     0.00     0.00     0.00        2  String#match
  0.03      0.00     0.00     0.00     0.00        1  Object#blank?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_language!
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge!
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::InstanceTag#add_default_name_and_id_for_value
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#view_runtime
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verify_authenticity_token
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize_path
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#humanize
  0.03      0.00     0.00     0.00     0.00        3  Array#pop
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#etag
  0.03      0.00     0.00     0.00     0.00        4  Float#to_f
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::FormHelper#text_field
  0.03      0.00     0.00     0.00     0.00        4  Thread#[]
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Template::EagerPath#load!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::RecordIdentifier#plural_class_name
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Renderable#recompile?
  0.02      0.02     0.00     0.00     0.02        1  Kernel#__send__
  0.02      0.00     0.00     0.00     0.00        1  Kernel#respond_to_without_attributes?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.02      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils>#bytesize
  0.02      0.00     0.00     0.00     0.00        2  Array#index
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Keys#symbolize_keys
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Routing::Route#parameter_shell
  0.02      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.02      0.00     0.00     0.00     0.00        2  Digest::Base#reset
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#load!
  0.02      0.00     0.00     0.00     0.00        2  Regexp#===
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Base#template
  0.02      0.00     0.00     0.00     0.00        1  #<Module:0x1026af330>#protect_against_forgery?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#action_methods
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths(d2)
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#perform_caching
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#each
  0.02      0.00     0.00     0.00     0.00        1  Digest::Base#update
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#etag_matches?
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_length
  0.02      0.01     0.00     0.00     0.01        1  ActionController::MimeResponds::Responder#respond
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#if_none_match
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#inflections
  0.02      0.00     0.00     0.00     0.00        4  Array#length
  0.02      0.00     0.00     0.00     0.00        2  StringIO#initialize
  0.02      0.00     0.00     0.00     0.00        1  Thing(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Helpers::InstanceTag#value_before_type_cast
  0.02      0.00     0.00     0.00     0.00        3  Kernel#instance_variable_defined?
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Session::AbstractStore::SessionHash#loaded?
  0.02      0.00     0.00     0.00     0.00        1  Rack::Utils::HeaderHash#to_hash
  0.02      0.00     0.00     0.00     0.00        3  Array#initialize
  0.02      0.00     0.00     0.00     0.00        2  Kernel#initialize_copy
  0.02      0.00     0.00     0.00     0.00        4  Time#to_f
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#session
  0.02      0.00     0.00     0.00     0.00        2  <Class::StringIO>#allocate
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_error
  0.02      0.00     0.00     0.00     0.00        2  Kernel#eql?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionView::Base>#default_form_builder
  0.02      0.00     0.00     0.00     0.00        2  TrueClass#to_s
  0.02      0.00     0.00     0.00     0.00        1  Object#to_param
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.02      0.00     0.00     0.00     0.00        2  Fixnum#*
  0.02      0.00     0.00     0.00     0.00        2  MatchData#pre_match
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#etag?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  <Class::Digest::Base>#allocate
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::AttributeMethods#read_attribute_before_type_cast
  0.02      0.00     0.00     0.00     0.00        3  <Class::Array>#allocate
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#use_accept_header
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        4  Hash#keys
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#initialize
  0.02      0.00     0.00     0.00     0.00        1  String#delete
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Array::Access#second
  0.02      0.00     0.00     0.00     0.00        2  String#bytesize
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#abstract_class?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#action_methods
  0.02      0.00     0.00     0.00     0.00        3  String#length
  0.02      0.00     0.00     0.00     0.00        2  Module#==
  0.02      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.02      0.00     0.00     0.00     0.00        1  Hash#each_value
  0.02      0.00     0.00     0.00     0.00        2  Integer#next
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#inject(d1)
  0.02      0.00     0.00     0.00     0.00        1  StringIO#read
  0.02      0.00     0.00     0.00     0.00        1  <Class::File>#extname
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::Base#lock_optimistically
  0.02      0.00     0.00     0.00     0.00        1  Hash#==
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::ErrorWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        1  Digest::Instance#digest
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#each_with_index
  0.01      0.00     0.00     0.00     0.00        1  Kernel#remove_instance_variable
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActiveSupport::Inflector::Inflections>#instance
  0.01      0.00     0.00     0.00     0.00        1  ActionController::PolymorphicRoutes#routing_type
  0.01      0.00     0.00     0.00     0.00        1  Rack::Request#content_length
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.01      0.00     0.00     0.00     0.00        1  Symbol#to_sym
  0.01      0.00     0.00     0.00     0.00        1  Digest::Base#finish
  0.01      0.00     0.00     0.00     0.00        2  Fixnum#zero?
  0.01      0.00     0.00     0.00     0.00        1  FalseClass#to_s
  0.01      0.00     0.00     0.00     0.00        2  Module#method_defined?
  0.01      0.00     0.00     0.00     0.00        1  Enumerable#map
  0.01      0.00     0.00     0.00     0.00        1  Module#const_get
  0.01      0.00     0.00     0.00     0.00        1  Module#included
  0.01      0.00     0.00     0.00     0.00        2  Hash#merge!
  0.01      0.00     0.00     0.00     0.00        1  Array#unshift
  0.01      0.00     0.00     0.00     0.00        1  Array#delete_if
  0.01      0.00     0.00     0.00     0.00        1  Hash#clear
  0.01      0.00     0.00     0.00     0.00        1  Module#private_method_defined?
  0.01      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_type
  0.01      0.00     0.00     0.00     0.00        1  MatchData#to_s
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Array::Access#third
  0.01      0.00     0.00     0.00     0.00        1  NilClass#to_a
  0.01      0.00     0.00     0.00     0.00        1  Float#<=>
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#<=
  0.01      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#asset_host
